,Title,Rating,Description,Website,Address,Phone
1072,Ecowings,4,"Eco Wings is an International Brand based in Central India. We offer high quality professional handmade upcycled purses and bags. We have our own design house and manufacturing unit to evolve innovative designs and styles in green fashion world.
",https://trustvardi.sfo2.digitaloceanspaces.com/images/1571815675657upcycledbags.docx,"B Block SF- 14 Indus Satellite Greens, Kelodhala, Sunder Nagar Extenstion, Sukhlia, Indore, Madhya Pradesh 452010",7898793196
1073,Crust Accessories,3.8,"Crust Accessories is a leather brand for the man of today. We primarily retail wallets, belts, and handbags for men. We are firm believers of the fact that you cannot exist today without the values of yesterday. The very essence of our products is driven by this value system – leather traditions with modern perspectives",https://www.crustaccessories.com,"E-58, Sector 8, Noida 201301, U.P",9999090580
1074,The Uomo Co,3.8,"The word Uomo stands for “man” in Italian. Bringing a tinge of inspired Italian into modern day dressing for the men in India. Sartorial Love. Effortless Detailing. Minimal madness. Skillful styling conquered for an Urban man. A man wishful to embrace his inner style. A man basking in the simplicity of difference. A difference that can be adapted through hues that evolve to cloak moods, situations and personalities. A creative yet simple revival of silhouettes in modern forms for men.",https://theuomoco.com,9326798385,
1075,Philocaly,4,"Philocaly is a bespoke Menswear and Accessories brand based out of New Delhi, India. Complete bespoke services for modern sartorialists, with classic workmanship and attention to personal style and finer details.",https://philocaly.in/,"50, Shahpur Jat Outer Rd E, Shahpur Jat, New Delhi, Delhi 110049",9999890169
1076,Heelium,4.5,"Heelium is an amalgamation of ‘helium’, the second lightest element and ‘heel’, the part of the foot that bears the most pressure. Our vision stands on four pillars – safety, high performance, sustainability, and innovation.
Using a thorough research and development model, we are working to create sportswear that’s simple yet effective in yielding a high performance.",https://heelium.in/,"300 NCL Innovation Park, Dr Homi Bhabha Rd, Pashan, Pune, Maharashtra 411008",8698001003
1077,Claymango.com,4.9,"Claymango.com is a indispensable wardrobe accessory. It is a quintessential for a prom night or a date night (who doesn't want to look hot on a date, right?) a wedding, during festivals/occasions, with work wear (just to add a little drama). To make a striking appearance, pair these wooden bowties with not just formals but also with casuals. Uniquely made for our customers who have an eccentric taste and loves to steal the thunder. You would want to show off these even in the subway. These are uniquely made keeping in mind today’s consumer/audience who would want to be different and experimental. The beautiful and elegant accessory come in a beautiful laser engraved wooden box, so it is ready as a gift to yourself or someone special. Our wood accessories are the perfect gift for any man.",https://www.claymango.com,"46/61, 2nd Floor, Manmohan Building, Yusuf Sarai,, Green Park, New Delhi, Delhi 110016",8882720237
1078,Mrittika,4.5,"Mrittika is an Indian fashion accessories brand of Rumi Craft LLP that aims to provide its clientele with products exhibiting an elevated aesthetic, made with authentic handcrafted fabrics and leather alternatives, while working directly with a myriad of craft clusters in India, with emphasis on fair pay, sustainability, social conscience and transparency.",http://www.mrittika.co.in,"No. 98, 2nd Main Road, Moogambigai Nagar, Nainarmandapam, Pondicherry (PY) – 605004",7639780487
1079,Ayurganic,4,"Created under the supervision of Ayurvedic Scientists in India, A Y U R G A N I C represents a new benchmark in consciously curated apparel. Wearing Ayurganic is an act of responsibility, sustainability and consciousness.",https://www.ayurganic.com,"A 22-23 Gurgaon Technology Park Sector 34 Infocity Gurgaon, Haryana– 122001 ", 1244768600
1080,Manière,3.8,"Manière started with a simple goal - to design well fitted quality shirts for Men.A combination of craftsmanship, attention to detail and creativity that makes every piece unique and timeless. Our shirts are breezy and light and perfect for every season.",https://www.studiomaniere.com/,9672722000,
1081,Karrtik D,4.4,Karrtik D provides you with best Bespoke Menswear that personifies one's personality.,https://www.studiomaniere.com/,"251 Gujranwala Town Part 3 Ground Floor Near, Model Town, Delhi, 110009",9899771020
1082,Atulyakala,3.8,"They are India's first deaf-run lifestyle brand. Behind every product is a process of change. They believe in the capabilities of the Deaf community of India. Our goal is to bridge the gap between the deaf & the hearing community designing a better future where we interact, learn, share & create together. ",https://www.atulyakalaindia.com/home/,"2nd floor, 271, Satya Niketan, South Moti Bagh, New Delhi, Delhi ",8826906953
1083,Dashing,3.6,"Dashing is an affordable luxury brand that offers the world’s finest & most comfortable men’s underwear at the right price. We are launching the brand across the globe, beginning with India. Our products redefine men's underwear and set international standards in comfort, quality, fashion, innovation and customer delight.",https://www.dashinginside.com/,,
1084,Play Clan,3.7,"Play Clan combines fashion, art and design to create collections in home, apparel, gifts and stationery, inspired by vibrant colours and local culture. Play Clan celebrates life in India and reflects the energy and inspiration taken from the people of modern India and everyday observations. With prestigious collaborations with Sir Paul Smith, Absolut, Levi's Strauss and India Fashion Week, Play Clan is here to create a parallel world, an alternate reality.",https://www.dashinginside.com/,"23, Ground Floor, Siri Fort Road, New Delhi, Delhi",9871160750
1085,Confidential Couture,3.7,"Confidential Couture Promise to bring to you a guilt-free shopping experience, offering pre-loved designer accessories at great prices and with trusted authentication. We take pride in creating a trusted network of buyers and sellers of luxury products while maintaining absolute confidentiality. Not only are the products assured in authenticity from Los Angeles based organization Authenticate First, but we also take out special time and effort to curate a collection of items that will add value to our wardrobes.",http://confidentialcouture.com/,"1106 ,Akashdeep building, 26A, Barakhamba Road, New Delhi, Delhi",9899886024
1086,Avishekk Naiya,4,"The house of Avishekk Naiya produces unique and exquisite pieces which are handcrafted with quality finish. The company specializes in making Indian and Indo-Western garments for men and women in various different categories ranging from ready to wear, occasion wear and bridal wear. Keeping in mind about the comfort and sustainability it focuses in using pure hand-woven and khadi fabrics in most of the collections.",http://avishekknaiya.com,"Avishek Naiya, 269, Banku Bihari Chatterjee Rd, Rath Tala, Kasba, Kolkata, West Bengal 700042",9051956595
1087,STEELE,3.7,"Steele’s expertise lies in its craftsmanship and modern designs, providing cutting-edge menswear for its modern yet grounded clientele. Each Steele apparel is impeccably crafted with the finest materials to offer a collection that is best in class. There is no match to the company’s design and execution blended with its unique choice of fabrics, quality and customer service. Steele aims to redefine the essence of modern style. Striking a balance between “classy” and “casual,” Steele creates collections that express a unique spirit that is a blend of global style trends and personal expression. With innovative designer wear as a huge part of their collection, Steele remains at the forefront of the latest fashion.",http://avishekknaiya.com,8888888670,
1088,Daily Objects,4.2,"As the premier Indian site offering designer and customizable cell phone cases, DailyObjects strives to raise the bar for product design & originality in the country.",https://www.dailyobjects.com," Firki Wholesale Private Limited Khasra No. 382, Plot No. 4, 2nd floor, M.G. Road, Sultanpur, New Delhi - 110030",80106 67667
1089,Suithood,4,"Suithood, is a quintessential virtual market that enables designers to exhibit and sell their bespoke merchandise across India’s metros. We offer our clients a reliable on-line experience made perfect by their choice of designer as showcased on our portal. Suithood has to offer not only a wide range of designers but also equally varying customization options to choose from.",https://www.suithood.com,"314, Manish chambers, Goregaon, Mumbai, Maharashtra 400063",0222868 9591
1090,True Blue,3.8,"True Blue is a premium menswear apparel brand that captures the imagination of a nation that knows where it comes from and is proud of where it is headed.
With its modern silhouettes, unsurpassed quality and attention to detail, every True Blue product are created to meet the fashion choices of the progressive global Indian.",https://trueblue.nnnow.com/,"Elante Mall, 18, Purv Marg",Also Available in: Chandigarh
1091,Leather No Leather,3.9,"Leather No Leather is a premium label which aims to capture a sustainable brand identity in India through a line of Vegan leather products. The true essence of the brand lies within the socio-economic growth as a major parameter! All our goods are 100% vegan, we stay far away from animal cruelty.",https://www.kalpane.in/leather-no-leather/,9971932626,
1092,Prime Porter,4.5, Prime Porter aim at providing a wide collection of premium cotton shirts made in the finest fabrics and fits with wide variety of lively and colorful prints.,https://www.primeporter.com/,"G-2/85 , SKYLINE HOUSE , NEHRU PLACE , NEW DELHI 110019",9315311820
